"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","5","22","1","1","6","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","3","8","30","4","3","55","0","3","0","7","21","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1歳","8","8","78","11","14","83","0","27","1","20","99","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","10","5","44","15","7","61","0","21","0","8","79","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"3歳","8","5","21","7","15","72","0","8","0","3","90","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","23","9","12","8","22","75","0","11","2","1","79","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","25","7","9","6","33","71","0","5","2","0","50","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6歳","29","11","4","1","29","69","1","4","0","0","23","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","40","12","1","0","29","61","0","0","0","0","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","23","24","0","0","13","46","2","0","1","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"9歳","18","23","0","0","10","37","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","60","125","1","0","21","58","3","2","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","10","173","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","8","149","1","1","18","61","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","22","155","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","30","186","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"50〜59歳","4","172","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","4","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","4","67","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","329","1260","223","54","215","761","9","82","8","39","459","12","6","0","0","8","0","1","1","0","0","3","0","0","0","0","0","3","0"
