"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","1","27","2","0","9","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","7","38","1","2","84","3","0","1","29","0","5","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","15","71","11","10","222","9","19","3","36","0","1","0","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2歳","24","32","11","12","134","11","4","2","7","0","1","2","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"3歳","18","10","10","36","90","18","11","8","2","0","1","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4歳","34","5","6","49","95","26","8","9","0","0","0","8","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","44","2","5","61","97","25","8","14","0","0","0","5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"6歳","34","0","2","56","86","14","2","21","0","0","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","64","1","0","56","54","5","1","13","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","48","0","0","39","53","8","2","13","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","44","1","0","28","45","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","308","0","3","52","118","7","0","9","3","0","0","4","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","1","0"
"15〜19歳","56","0","0","2","24","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","27","0","1","8","77","1","2","0","0","1","1","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","4","0"
"合計","825","187","52","411","1188","132","58","96","77","1","12","38","8","3","0","6","0","0","6","0","1","7","0","0","0","0","0","7","0"
