"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","10","1","0","6","9","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","6","0","2","3","80","2","2","9","5","0","1","0","0","0","2","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","31","0","1","26","36","1","4","4","4","0","1","0","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","18","5","0","21","62","1","6","2","1","0","0","0","1","0","1","0","0","0","0","1","0","12","8","1","2","2","0"
"文京","15","0","2","14","53","5","0","14","2","0","0","0","0","0","0","0","0","0","0","0","1","7","4","1","1","1","0"
"台東","12","0","19","14","105","0","3","7","2","0","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","10","5","1","2","50","13","3","3","3","1","0","0","0","0","0","0","0","2","0","0","0","8","5","1","1","1","0"
"江東区","34","1","7","25","219","10","19","19","4","2","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","33","2","3","8","90","1","6","18","1","0","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","35","4","2","23","75","2","6","13","1","1","1","0","2","0","0","0","0","0","0","0","0","7","5","1","0","0","0"
"大田区","157","6","18","30","156","8","8","16","8","0","1","1","0","0","0","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","47","4","3","54","160","17","13","25","7","0","0","3","0","0","1","0","0","1","0","0","1","25","16","2","2","2","0"
"渋谷区","21","0","2","1","34","3","5","3","0","0","0","1","0","0","3","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","50","0","3","12","133","5","13","10","1","0","0","0","0","0","1","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","95","3","0","10","110","0","3","10","6","0","0","0","0","0","0","0","0","0","0","0","1","17","11","1","2","2","0"
"池袋","11","4","0","2","10","0","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","7","4","1","1","1","0"
"北区","23","0","6","23","67","4","8","15","3","1","1","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","23","1","1","9","83","11","7","2","2","0","2","0","0","0","1","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","25","1","1","6","74","3","4","17","3","0","0","0","0","0","3","0","0","1","0","0","1","16","10","2","1","1","0"
"練馬区","113","3","4","86","177","10","6","16","4","1","1","0","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","42","6","6","38","214","8","8","21","5","0","0","0","0","0","1","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","22","1","2","25","121","4","6","9","6","1","0","0","0","0","0","0","0","0","0","0","0","13","8","1","1","1","0"
"江戸川","27","0","14","57","239","9","11","37","6","3","2","1","0","0","1","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","23","11","4","47","193","16","3","80","6","3","2","2","0","0","2","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","16","2","0","22","140","3","12","24","2","2","0","3","1","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","29","1","4","24","26","8","15","16","2","0","1","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","12","1","3","10","86","10","2","16","1","1","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","39","0","0","66","76","10","12","14","5","1","0","0","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","88","6","17","106","274","22","8","47","9","1","1","3","0","0","1","0","0","3","0","0","1","33","21","2","3","3","0"
"多摩小平","46","4","13","86","167","16","16","61","7","0","1","0","0","0","2","0","0","0","0","0","0","23","15","2","2","2","0"
"島しょ","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","1117","72","138","856","3319","202","209","538","106","18","15","14","4","0","20","0","0","7","0","1","5","417","263","37","25","25","0"
