"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","62","6","2","11","83","14","3","1","2","0","0","0","0","2","1","0","1","2","0","0","0","0","0","","","","","",""
"区南部","87","5","2","9","112","12","1","3","4","0","0","2","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","79","2","2","4","88","1","0","1","3","0","0","0","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区西部","147","1","0","5","121","10","1","1","4","0","0","0","0","0","0","0","0","3","0","0","1","0","0","","","","","",""
"区西北部","117","3","5","7","86","8","0","0","2","0","0","0","0","2","0","0","0","0","0","0","1","0","0","","","","","",""
"区東北部","62","2","1","3","80","26","1","2","2","1","0","0","0","5","0","0","0","1","0","0","2","1","0","","","","","",""
"区東部","165","1","1","13","121","10","1","3","5","0","0","0","0","4","0","0","0","1","0","0","0","0","0","","","","","",""
"西多摩","20","3","0","1","41","2","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","136","8","6","17","114","24","5","3","4","1","0","0","1","1","2","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","28","0","0","2","32","2","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","89","1","0","8","34","8","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","74","5","1","11","79","13","2","1","3","0","1","0","0","0","1","0","0","2","0","0","0","0","0","","","","","",""
"島しょ","1","0","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1067","37","20","93","997","130","15","16","32","2","1","2","1","19","5","1","2","10","0","0","4","1","0","","","","","",""
