"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","49","1","90","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","","","","","","",""
"中央区","46","0","94","0","0","1","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","90","1","273","1","0","3","9","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","","","","","","",""
"新宿区","111","4","204","1","1","3","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","","","","","","",""
"文京","148","0","391","0","1","1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"台東","108","0","299","1","2","4","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","91","2","166","0","0","0","9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"江東区","242","5","544","0","0","8","38","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"品川区","113","1","240","0","0","2","6","1","0","2","2","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"目黒区","74","0","187","0","0","4","10","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"大田区","320","3","648","0","2","16","52","1","0","0","2","0","0","0","0","0","0","0","1","0","0","0","1","1","","","","","","",""
"世田谷","293","6","825","0","0","15","48","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","5","5","","","","","","",""
"渋谷区","98","3","140","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","","","","","","",""
"中野区","211","4","706","0","0","7","9","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","199","8","494","6","0","3","11","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","6","1","","","","","","",""
"池袋","156","1","387","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北区","186","4","341","0","0","3","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","145","2","315","0","1","4","11","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","263","6","627","0","0","7","17","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","",""
"練馬区","319","10","763","0","3","13","41","2","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"足立","293","9","824","2","6","12","19","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","219","4","402","0","1","2","24","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","","","","","","",""
"江戸川","324","7","842","4","1","13","26","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"八王子市","752","8","1627","1","1","28","21","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"町田市","555","8","1094","0","0","38","51","8","0","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","186","6","341","0","0","6","11","1","0","0","0","1","0","0","0","0","0","0","0","3","0","0","4","0","","","","","","",""
"南多摩","307","3","608","0","0","5","14","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","367","6","746","3","1","17","8","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","",""
"多摩府中","545","16","1294","0","2","23","46","1","0","1","1","0","0","0","0","0","1","0","0","2","0","0","7","1","","","","","","",""
"多摩小平","573","10","1097","1","1","16","51","7","0","1","2","0","0","0","0","0","1","0","0","0","0","0","8","4","","","","","","",""
"島しょ","26","2","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","7409","140","16651","21","23","254","623","40","2","11","23","3","3","1","0","0","6","0","1","8","0","0","47","20","","","","","","",""
