"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","1","0","20","0","0","0","15","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","0","0","1","0","6","1","19","4","5","0","8","0","0","0","0","2","0","0","0","0","0","5","3","1","0","0","0"
"みなと","0","5","5","5","12","2","77","0","6","0","0","0","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","0","4","3","11","26","4","65","0","1","0","24","1","0","0","0","0","0","0","2","0","0","11","8","1","2","2","0"
"文京","0","0","1","1","3","0","19","0","0","0","3","0","0","0","0","1","0","1","0","0","0","6","4","1","1","1","0"
"台東","0","2","0","3","28","6","63","5","1","0","10","2","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","0","4","2","7","4","2","63","0","3","0","19","2","2","0","0","0","0","1","0","0","0","8","5","1","1","1","0"
"江東区","0","5","5","0","57","6","171","0","10","0","30","0","2","0","0","4","0","0","0","0","0","14","9","1","0","0","0"
"品川区","0","0","1","8","42","0","84","0","3","0","35","1","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","0","0","0","1","8","0","50","0","2","0","4","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"大田区","0","13","25","9","92","4","186","2","17","0","85","1","3","1","0","3","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","1","1","6","12","41","5","207","1","9","0","78","7","5","0","0","1","0","1","1","0","0","25","16","2","2","2","0"
"渋谷区","0","1","0","3","3","0","65","1","1","0","3","0","0","0","0","2","0","0","0","0","0","7","4","1","1","1","0"
"中野区","0","1","3","1","7","7","82","0","6","0","22","0","0","0","0","0","0","0","0","0","0","11","7","1","1","1","0"
"杉並","0","0","1","4","26","3","115","0","3","0","6","0","0","0","0","0","0","0","0","0","0","15","10","1","1","1","0"
"池袋","0","0","2","3","12","3","44","0","2","0","17","2","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","0","0","5","1","10","13","117","0","10","0","14","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","0","1","0","1","7","1","77","0","3","0","20","0","0","0","0","0","0","0","0","0","0","6","3","1","0","0","0"
"板橋区","0","1","0","6","16","4","125","0","3","0","17","3","1","0","0","1","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","0","4","10","8","24","5","210","2","11","0","51","0","3","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","4","13","5","7","59","2","182","2","8","0","76","2","1","0","0","1","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","3","6","6","7","30","2","79","0","7","0","38","1","4","0","0","0","0","0","9","0","0","13","8","1","1","1","0"
"江戸川","0","5","11","24","44","3","127","4","4","0","64","7","1","0","0","3","0","0","0","0","0","17","10","2","0","0","0"
"八王子市","0","5","14","29","76","3","230","0","10","1","51","2","0","0","0","3","0","0","0","0","0","18","11","2","1","1","0"
"町田市","0","3","4","10","55","9","124","2","1","0","71","0","3","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","0","0","1","10","21","12","85","2","3","1","21","3","0","0","0","1","0","1","0","0","0","14","8","1","1","1","0"
"南多摩","0","3","7","10","24","6","180","3","9","0","39","4","2","1","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","0","7","4","40","46","15","198","0","6","0","66","4","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","1","9","11","8","47","14","232","0","15","0","99","6","1","0","0","0","0","3","1","0","0","31","20","3","3","3","0"
"多摩小平","0","0","9","31","42","14","351","2","12","0","51","11","5","0","0","1","0","0","3","0","0","23","15","2","2","2","0"
"島しょ","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","9","93","142","260","869","146","3648","30","171","2","1037","59","33","2","0","23","0","7","16","0","0","410","259","38","25","25","0"
