"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","23","0","0","1","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","2","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","16","0","0","0","6","3","0","0","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","","","","","",""
"新宿区","35","0","0","0","43","1","0","4","1","0","0","0","0","2","2","0","0","3","0","0","0","1","0","0","","","","","",""
"文京","12","0","0","3","15","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","27","0","0","1","21","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","21","0","0","0","19","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","30","0","0","5","15","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","31","0","1","1","31","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","7","0","0","0","20","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","67","0","0","6","53","3","0","4","4","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","36","0","0","1","59","3","0","0","1","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","28","0","0","2","31","3","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","42","0","0","1","44","6","0","2","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","10","0","0","0","23","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","4","0","0","0","4","0","0","0","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"長崎","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","52","0","0","3","19","9","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","10","0","0","0","8","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","42","0","0","0","16","2","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","91","0","0","0","28","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","64","0","0","0","17","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","88","0","3","4","20","13","0","1","4","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","44","0","0","36","34","6","0","1","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","22","0","0","0","11","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"秋川","13","0","0","1","16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","41","0","0","0","27","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩川","23","0","0","2","0","1","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","37","0","0","0","19","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","29","0","0","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"村山大和","33","0","0","0","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"府中小金井","17","0","0","0","5","0","0","0","2","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"狛江調布","37","0","0","0","17","1","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"三鷹武蔵野","36","0","0","0","11","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","38","0","0","0","22","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩東村山","27","0","0","3","32","3","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1135","0","4","74","729","76","1","17","38","0","2","2","3","40","6","0","0","10","0","0","0","1","0","0","","","","","",""
