"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","3","102","0","0","0","3","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"中央区","2","2","109","1","0","0","16","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","6","6","193","0","0","12","18","0","2","4","1","1","0","1","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"新宿区","0","6","193","0","0","6","11","4","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","","","","","","",""
"文京","1","6","278","0","1","14","14","8","0","1","0","0","1","2","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"台東","4","1","208","0","0","6","23","2","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","1","2","71","0","1","4","5","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"江東区","1","4","433","0","2","20","55","3","0","3","2","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"品川区","0","4","228","1","0","6","21","3","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","0","5","160","0","0","5","10","4","0","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","1","9","331","0","0","27","57","3","1","3","4","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","","",""
"世田谷","4","8","595","0","0","33","47","1","0","2","3","0","0","0","0","0","0","1","0","0","0","1","0","2","","","","","","",""
"渋谷区","1","0","104","0","0","1","3","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"中野区","3","1","423","0","1","33","25","2","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","2","5","330","0","1","10","25","2","0","4","1","0","0","1","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"池袋","1","3","334","0","0","8","17","10","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北区","4","3","280","0","1","18","30","2","1","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","2","4","254","0","0","14","25","3","3","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","1","5","317","0","0","8","25","5","0","2","1","0","0","2","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"練馬区","7","9","482","0","2","22","40","9","3","5","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"足立","1","9","556","2","1","8","35","1","1","16","1","0","0","0","0","0","3","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","2","0","332","0","0","4","29","1","2","1","2","0","0","0","0","0","0","0","0","0","0","0","1","5","","","","","","",""
"江戸川","7","7","535","3","3","13","34","1","0","5","1","0","1","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"八王子市","1","6","1016","0","0","15","65","1","2","15","3","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"町田市","0","4","874","1","0","33","90","12","1","2","3","1","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","6","2","175","0","1","5","12","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","5","1","364","0","2","11","21","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","1","5","347","0","3","23","20","5","0","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩府中","5","13","910","0","4","50","65","6","0","8","1","0","2","3","0","0","0","0","0","1","0","0","0","1","","","","","","",""
"多摩小平","6","5","727","0","11","50","85","9","1","11","5","0","1","1","0","0","1","0","0","0","0","0","1","3","","","","","","",""
"島しょ","0","0","30","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","76","138","11291","8","34","460","927","109","19","111","50","5","12","18","1","0","7","1","1","4","0","1","2","15","","","","","","",""
