"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","20","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中央区","54","0","1","0","12","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"みなと","114","2","2","1","19","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"新宿区","126","3","0","5","13","1","0","0","6","0","0","1","0","1","0","2","0","0","3","0","0","","","","","",""
"文京","86","0","1","5","12","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"台東","83","1","0","1","20","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","84","3","0","0","10","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"江東区","245","0","1","10","69","9","0","1","2","0","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"品川区","138","0","0","5","38","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","40","0","0","1","8","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"大田区","316","1","1","31","50","8","0","0","1","1","0","1","0","2","0","0","0","0","0","0","0","","","","","",""
"世田谷","426","0","4","10","56","6","0","2","1","0","0","0","1","0","0","0","0","0","0","0","1","","","","","",""
"渋谷区","70","0","0","1","11","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","3","","","","","",""
"中野区","125","1","0","1","43","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","218","1","0","6","40","2","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"池袋","78","1","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北区","179","0","0","6","21","3","1","0","1","0","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"荒川区","114","4","2","5","33","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","158","0","1","3","19","8","0","1","1","0","0","2","0","0","0","0","0","0","0","0","2","","","","","",""
"練馬区","381","0","1","13","60","5","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"足立","351","0","0","9","59","7","1","1","6","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","314","1","1","6","38","10","0","0","0","0","0","0","0","0","0","0","0","0","4","0","5","","","","","",""
"江戸川","341","0","4","13","58","9","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","278","0","3","18","41","14","0","4","6","0","1","3","0","0","0","0","0","0","0","0","2","","","","","",""
"町田市","354","1","0","13","55","14","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","211","0","0","11","14","4","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","340","0","0","6","27","6","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","389","1","0","10","31","8","0","1","2","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"多摩府中","753","3","0","24","61","6","0","3","5","1","0","0","0","0","0","1","1","1","3","0","11","","","","","",""
"多摩小平","570","2","3","17","53","8","0","0","4","0","1","1","0","0","0","3","0","0","1","0","0","","","","","",""
"島しょ","54","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","7010","25","25","232","976","143","2","20","60","2","2","18","3","3","0","13","1","1","11","0","31","","","","","",""
