"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","16","1","0","1","20","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","5","4","0","2","2","0"
"中央区","11","0","0","2","14","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","4","3","1","0","0","0"
"みなと","36","1","6","22","142","9","1","1","4","0","0","1","0","0","0","0","0","0","0","0","8","6","0","1","1","0"
"新宿区","28","2","0","5","87","5","2","0","0","0","0","0","0","0","0","2","0","0","1","0","9","6","2","2","2","0"
"文京","19","0","0","1","22","10","2","5","2","0","1","2","0","0","0","0","0","0","0","0","5","3","1","1","1","0"
"台東","11","1","2","6","63","16","2","1","0","0","1","3","0","0","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","10","0","0","2","56","3","0","0","1","0","0","4","0","0","0","0","0","0","0","0","6","3","1","1","1","0"
"江東区","50","2","0","34","164","4","0","2","4","0","2","6","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"品川区","27","0","1","9","129","3","3","1","2","0","1","3","1","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","4","0","0","2","36","6","0","0","2","0","0","1","0","0","0","0","0","0","0","0","6","3","1","0","0","0"
"大田区","62","3","5","15","173","9","1","15","1","0","1","3","1","0","0","0","0","0","0","0","16","9","2","1","1","0"
"世田谷","43","6","0","9","149","17","4","0","3","0","0","3","0","0","0","2","0","0","0","0","15","8","2","2","2","0"
"渋谷区","9","0","0","1","43","7","1","1","4","0","0","8","0","0","0","0","0","0","0","0","6","4","1","1","1","0"
"中野区","47","0","1","6","92","9","0","0","4","0","0","3","2","0","0","2","0","0","0","0","9","6","1","1","1","0"
"杉並","23","0","0","23","106","3","0","0","2","0","0","1","0","0","1","0","0","0","0","0","9","4","1","1","1","0"
"池袋","35","0","0","0","79","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","35","0","0","5","88","5","3","0","4","0","0","1","0","0","0","0","0","0","0","0","8","4","1","0","0","0"
"荒川区","8","0","1","9","60","10","0","0","4","0","0","3","0","0","0","0","0","0","0","0","4","2","1","0","0","0"
"板橋区","35","0","0","3","57","2","0","0","1","2","0","1","0","0","1","0","0","0","0","0","12","6","2","1","1","0"
"練馬区","59","1","0","11","43","12","0","1","3","0","0","0","0","0","0","1","0","0","0","0","12","5","2","0","0","0"
"足立","33","0","0","9","106","13","0","0","3","0","0","11","0","0","1","0","0","0","0","0","12","5","2","0","0","0"
"葛飾区","92","0","0","8","77","7","0","1","4","0","0","2","0","0","0","0","0","0","4","0","9","4","1","1","1","0"
"江戸川","71","3","16","117","124","15","0","0","4","0","1","2","0","0","0","1","0","0","0","0","11","5","2","0","0","0"
"八王子市","36","5","11","45","138","11","0","2","6","1","1","4","6","1","0","3","0","0","0","0","10","4","2","1","1","0"
"町田市","85","4","0","46","217","16","19","4","13","0","4","25","4","0","0","0","0","0","0","0","9","4","1","0","0","0"
"西多摩","20","0","4","5","49","14","9","1","1","0","0","0","0","0","0","0","0","0","0","0","9","5","1","1","1","0"
"南多摩","50","6","0","15","42","5","6","2","4","0","1","5","0","0","0","0","0","0","0","0","8","4","1","0","0","0"
"多摩立川","16","0","2","3","45","14","1","1","1","1","0","0","1","0","0","0","0","0","0","0","13","6","2","1","1","0"
"多摩府中","87","1","1","11","99","9","0","0","6","0","0","1","0","0","0","1","0","0","3","0","21","10","3","2","3","0"
"多摩小平","78","14","2","32","153","7","2","0","6","0","0","6","0","0","0","4","0","0","0","0","14","6","2","2","2","0"
"島しょ","1","0","0","0","5","11","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","1137","50","52","457","2678","252","56","39","92","4","13","100","16","2","3","16","0","0","8","0","284","148","39","24","25","0"
