"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","2","6","25","0","0","20","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","4","0","0","0","0","0","2","0","0","0","4"
"〜1歳","8","21","28","0","1","123","0","0","1","6","0","0","2","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","20","29","49","6","20","337","3","2","14","20","0","0","5","2","0","2","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","3"
"2歳","10","12","40","3","22","291","3","0","22","11","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","28","13","20","5","43","279","5","1","35","5","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"4歳","26","23","10","5","53","258","4","1","42","1","0","3","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"5歳","41","21","3","5","74","273","4","2","39","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","33","19","3","5","67","279","4","1","43","0","0","1","2","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"7歳","39","22","2","0","111","238","9","2","23","0","0","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"8歳","34","34","0","0","66","204","16","0","18","0","0","0","2","0","0","1","0","0","2","0","3","0","1","0","0","0","0","0","0","0","0","0","1"
"9歳","31","23","0","2","61","186","12","0","8","1","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","1"
"10〜14歳","134","141","0","2","93","459","28","0","7","0","0","1","1","0","0","1","0","0","2","1","1","0","1","0","0","0","0","0","0","0","0","0","1"
"15〜19歳","66","82","0","0","8","131","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"20〜29歳","45","123","1","2","27","452","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"30〜39歳","39","123","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"40〜49歳","49","164","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","2","2","0","0","0","0","0","2","0","1","0","1"
"50〜59歳","30","165","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"60〜69歳","14","124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8","0","0","0","0","0","1","0","0","0","8"
"70〜79歳","8","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","1","0","28"
"80歳以上","1","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","42","0","0","0","0","0","4","0","4","0","38"
"合計","658","1314","181","35","646","3530","93","9","254","45","1","8","15","6","0","20","0","0","8","1","9","11","102","0","0","0","0","0","11","0","6","0","96"
