"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","22","11","13","27","5","1","7","0","0","0","",""
"区南部","9","0","0","0","0","0","1","0","0","0","",""
"区西南部","6","9","2","0","1","0","1","1","0","0","",""
"区西部","6","8","20","6","0","1","5","1","0","0","",""
"区西北部","10","8","4","8","1","1","6","1","0","0","",""
"区東北部","7","1","0","2","0","0","4","0","0","0","",""
"区東部","17","6","0","0","4","0","2","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","10","3","1","0","1","0","0","0","0","0","",""
"北多摩西部","17","0","0","1","0","0","1","0","0","0","",""
"北多摩南部","0","0","2","0","0","0","20","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","2","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","104","46","42","44","12","3","49","4","0","0","",""
