"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","3","0"
"1〜4歳","0","0","0","0","0","0","2","2","0"
"5〜9歳","0","0","0","0","0","0","4","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","9","3","3","3","0","0","1","0","0"
"20〜24歳","38","7","21","21","1","0","1","0","0"
"25〜29歳","45","8","26","20","1","0","0","0","0"
"30〜34歳","37","5","15","14","1","0","0","0","0"
"35〜39歳","24","7","7","13","1","0","0","0","0"
"40〜44歳","18","5","8","10","0","0","2","0","0"
"45〜49歳","12","6","6","5","0","0","1","1","0"
"50〜54歳","5","4","3","6","0","0","3","2","0"
"55〜59歳","3","2","0","0","1","0","0","0","0"
"60〜64歳","3","2","5","1","0","0","6","0","0"
"65〜69歳","0","0","0","0","0","0","6","0","0"
"70歳以上","1","2","0","0","0","0","43","3","0"
"合計","195","51","94","93","5","0","76","11","0"
