"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","0","0"
"1〜4歳","0","0","0","0","0","0","1","9","0"
"5〜9歳","0","0","0","0","0","0","2","1","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","11","2","0","2","0","0","1","0","0"
"20〜24歳","21","6","3","7","1","0","0","0","0"
"25〜29歳","19","2","4","4","3","1","0","0","0"
"30〜34歳","13","3","3","3","1","0","0","1","0"
"35〜39歳","7","5","3","0","2","0","0","1","0"
"40〜44歳","3","4","0","0","0","0","1","1","1"
"45〜49歳","2","2","0","0","1","0","0","0","0"
"50〜54歳","3","1","1","0","0","0","0","0","0"
"55〜59歳","1","0","0","0","1","0","1","0","0"
"60〜64歳","0","0","0","0","0","0","4","2","0"
"65〜69歳","0","0","0","0","0","0","0","1","0"
"70歳以上","0","0","0","0","1","0","22","2","3"
"合計","80","25","14","16","10","1","33","18","4"
