"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","152","3","7","13","73","1","1","1","9","0","0","4","1","0","0","1","0","0","0","0","0","1","","","","","",""
"区南部","125","2","4","39","73","5","2","2","6","0","1","1","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","223","0","7","23","96","8","0","0","6","0","0","10","0","0","0","0","0","0","0","0","0","3","","","","","",""
"区西部","207","5","2","17","86","2","0","2","6","0","0","3","0","1","0","1","0","0","2","0","3","2","","","","","",""
"区西北部","203","0","4","36","91","2","0","0","3","1","0","2","2","0","0","0","0","0","0","0","5","0","","","","","",""
"区東北部","218","1","7","21","100","6","0","1","6","0","0","4","0","0","0","0","0","0","0","0","1","0","","","","","",""
"区東部","243","2","1","27","124","4","0","2","8","0","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","50","0","2","3","21","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","299","1","1","29","146","6","1","1","4","0","0","14","1","0","0","0","0","0","0","0","0","2","","","","","",""
"北多摩西部","111","0","0","24","32","1","0","2","3","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","171","0","1","13","81","4","0","1","4","0","0","0","0","1","0","0","0","0","0","0","2","1","","","","","",""
"北多摩北部","127","2","4","41","52","1","1","1","6","0","0","1","1","0","0","0","0","0","0","0","0","6","","","","","",""
"島しょ","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2131","16","40","291","975","40","5","13","61","1","1","43","7","3","0","3","0","0","2","0","11","15","","","","","",""
