"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","6","0"
"1〜4歳","0","0","0","0","0","0","5","11","0"
"5〜9歳","0","0","0","0","0","0","0","6","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","15","1","1","8","2","0","0","1","0"
"20〜24歳","61","12","15","23","3","1","1","0","0"
"25〜29歳","62","14","9","26","6","0","3","0","1"
"30〜34歳","24","21","8","22","8","2","9","3","0"
"35〜39歳","26","6","2","8","2","1","0","3","0"
"40〜44歳","10","6","2","11","0","0","1","2","0"
"45〜49歳","10","4","2","3","1","0","6","0","0"
"50〜54歳","7","6","1","1","0","0","4","1","1"
"55〜59歳","1","2","1","0","0","0","9","2","1"
"60〜64歳","0","2","0","0","0","0","14","5","3"
"65〜69歳","0","1","0","1","1","0","16","0","3"
"70歳以上","0","2","1","0","0","0","50","10","4"
"合計","216","77","42","103","23","4","122","50","13"
