"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","17","2","0","10","9","0","1","0","0","",""
"区南部","2","0","1","0","1","0","0","0","0","",""
"区西南部","8","4","4","1","0","0","1","0","0","",""
"区西部","13","9","32","6","1","0","7","0","0","",""
"区西北部","17","3","3","1","1","0","2","1","0","",""
"区東北部","10","1","0","1","0","0","1","1","0","",""
"区東部","5","2","1","1","1","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","6","4","0","0","1","0","0","1","0","",""
"北多摩西部","11","1","0","1","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","9","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","89","26","41","21","14","0","21","3","0","",""
