"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","6","10","3","0","0","10","1","2","0","2","3","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"〜1歳","25","15","3","14","1","54","2","21","1","13","11","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","1"
"1歳","114","26","6","76","11","125","6","155","2","36","23","0","4","0","0","4","0","0","0","0","0","3","0","0","0","0","1","0","2","1","0","0","0"
"2歳","135","21","2","78","18","88","4","99","2","7","12","0","3","1","0","2","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0"
"3歳","225","28","2","81","63","82","4","88","5","8","23","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","286","15","0","82","72","58","1","64","0","0","16","4","1","0","0","1","0","0","0","0","0","2","1","1","0","0","0","0","1","0","0","0","1"
"5歳","371","15","1","89","90","74","6","40","0","2","13","3","1","1","0","2","0","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0"
"6歳","433","27","2","48","99","50","2","39","2","1","10","1","2","0","0","0","0","0","0","0","0","3","0","1","0","1","0","1","1","2","0","0","0"
"7歳","508","21","1","39","62","45","2","17","0","0","4","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"8歳","557","22","0","14","53","48","2","7","0","0","2","0","1","0","0","0","0","0","0","0","0","2","0","1","1","0","0","0","1","0","0","0","0"
"9歳","507","21","0","7","27","24","3","5","0","0","0","2","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0"
"10〜14歳","1734","182","0","15","55","76","2","3","0","0","6","2","0","0","0","3","0","0","0","0","0","5","1","1","1","1","1","2","3","2","0","0","1"
"15〜19歳","571","125","0","1","5","19","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","316","146","0","12","24","69","0","6","0","0","2","0","0","0","0","9","0","0","0","0","0","1","3","0","0","0","0","0","1","0","0","0","3"
"30〜39歳","311","149","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","1","4","0","0","0","0","0","1","0","0","0","4"
"40〜49歳","437","193","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","4"
"50〜59歳","206","194","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","1","7","0","0","0","0","0","1","0","1","0","6"
"60〜69歳","74","126","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","9"
"70〜79歳","44","100","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","2","25","1","0","2","0","0","0","2","0","0","25"
"80歳以上","13","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","38","0","0","0","0","0","4","0","2","1","35"
"合計","6873","1514","20","556","580","822","36","546","12","69","126","12","17","3","0","46","1","0","1","0","0","31","97","5","2","5","3","3","21","8","5","1","91"
