"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","3","0","0","5","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","8","0","1","23","2","1","0","20","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1歳","2","11","2","3","35","3","4","1","16","0","0","3","2","0","1","0","0","0","0","0","0","1","0"
"2歳","1","1","2","5","25","8","5","1","1","0","0","1","0","0","0","0","0","0","0","0","2","0","0"
"3歳","6","1","4","10","21","9","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"4歳","5","4","0","5","16","11","3","1","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0"
"5歳","6","0","0","14","13","7","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0"
"6歳","24","0","0","11","11","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","14","0","1","14","10","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","7","0","1","2","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"9歳","2","0","1","3","7","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"10〜14歳","3","0","0","11","29","3","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0"
"15〜19歳","2","0","0","2","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","3","0","0","14","47","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"30〜39歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","1","0","0"
"40〜49歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"70〜79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","92","28","11","95","257","50","17","5","38","1","0","8","3","5","5","0","1","10","0","0","4","1","0"
