"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","3","0","0","15","3","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","5","4","0","2","0","0"
"中央区","0","0","0","2","25","0","1","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"みなと","0","2","5","9","30","4","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","7","6","1","1","0","0"
"新宿区","0","10","0","0","68","10","3","1","0","0","0","0","0","0","0","0","0","5","0","0","1","0","0","7","6","2","2","0","0"
"文京","0","5","0","1","20","0","0","0","0","0","0","0","0","2","0","0","0","4","0","0","0","0","0","4","3","1","1","0","0"
"台東","0","27","5","1","50","2","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"墨田区","0","2","0","5","43","7","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0"
"江東区","0","0","1","7","56","13","0","1","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","4","3","1","0","0","0"
"品川区","0","1","0","6","72","7","1","1","4","0","0","0","0","6","1","0","0","0","0","0","0","0","0","7","6","0","0","0","0"
"目黒区","0","0","2","1","33","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"大田区","0","32","3","14","156","31","1","6","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","10","9","1","1","0","0"
"世田谷","0","2","0","7","98","13","3","3","2","0","0","0","0","3","0","0","0","0","0","0","0","1","0","9","8","0","2","0","0"
"渋谷区","0","0","0","0","44","1","1","3","4","1","0","0","0","1","0","0","0","0","0","0","0","0","0","5","4","1","2","0","0"
"中野区","7","3","2","0","71","17","3","4","2","0","0","0","0","1","3","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"杉並","0","2","6","6","78","7","3","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"池袋","0","0","0","0","10","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","6","5","1","1","0","0"
"北区","0","7","0","1","51","6","0","2","6","0","0","1","0","1","1","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"荒川区","0","0","1","3","28","4","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0"
"板橋区","0","0","0","1","53","6","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"練馬区","0","0","0","8","50","13","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","5","0","0","0","0"
"足立","1","0","0","1","40","4","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"葛飾区","0","0","0","9","52","11","0","3","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","5","4","0","1","0","0"
"江戸川","1","4","3","15","50","8","2","12","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"八王子","0","4","0","9","32","2","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","1","0","0"
"町田市","0","1","0","7","61","16","0","1","1","0","0","0","0","5","2","0","0","0","0","0","0","0","0","3","2","1","0","0","0"
"西多摩","2","3","1","4","64","17","1","4","1","0","0","1","0","1","0","0","0","0","0","0","2","0","0","7","5","0","1","0","0"
"南多摩","0","10","0","5","29","5","0","0","3","0","0","0","0","2","4","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"多摩立川","0","0","0","0","27","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","8","6","1","1","0","0"
"多摩府中","0","0","0","6","74","10","2","0","8","0","0","1","0","4","0","0","0","0","0","0","0","0","0","13","10","1","2","0","0"
"多摩小平","0","39","12","15","129","20","0","3","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","8","6","1","2","0","0"
"島しょ","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0"
"合計","11","157","41","144","1614","245","26","55","53","1","0","5","0","46","11","1","0","17","0","0","5","1","0","178","142","14","25","0","0"
