"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","4","58","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"中央区","1","3","95","0","2","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","2","11","160","0","0","7","13","1","13","1","0","7","0","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"新宿区","1","15","161","1","1","3","12","8","1","0","0","5","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","",""
"文京","0","10","300","0","2","10","16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"台東","5","5","226","0","1","0","23","1","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","1","7","71","1","1","0","8","2","0","0","2","1","0","0","0","0","0","0","0","1","0","0","0","0","","","","","","",""
"江東区","0","9","479","1","4","8","43","0","2","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","","","","","","",""
"品川区","1","7","207","0","1","9","9","0","7","2","0","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","1","2","147","2","0","9","5","1","2","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","3","18","320","7","1","28","46","0","6","7","3","2","0","1","0","0","0","0","0","0","0","0","1","1","","","","","","",""
"世田谷","2","21","561","3","3","9","41","6","4","4","0","11","0","1","0","0","2","0","0","0","0","0","0","2","","","","","","",""
"渋谷区","0","3","100","0","0","2","2","3","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","2","","","","","","",""
"中野区","4","17","438","0","1","19","21","1","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","0","18","317","0","6","6","12","4","3","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"池袋","0","7","248","0","4","9","4","0","2","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"北区","6","11","276","1","0","11","13","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","0","10","256","1","0","8","20","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","1","25","401","0","3","7","17","1","1","1","2","2","0","2","0","0","2","0","0","0","0","0","0","3","","","","","","",""
"練馬区","0","18","480","0","6","18","41","5","0","2","4","8","1","2","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"足立","1","17","549","2","8","9","23","2","0","10","4","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","3","11","305","0","0","1","15","5","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","1","","","","","","",""
"江戸川","1","14","594","0","8","38","31","1","1","0","2","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"八王子市","0","17","921","0","2","16","66","2","3","14","5","0","0","0","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"町田市","4","3","840","1","1","27","77","11","14","2","7","12","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","0","4","148","1","0","3","6","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","0","13","347","0","0","5","13","7","1","6","3","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","0","23","401","3","2","20","22","7","0","3","1","7","0","0","0","0","1","0","0","1","0","0","0","0","","","","","","",""
"多摩府中","2","28","1040","0","2","49","51","8","4","9","2","3","0","2","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"多摩小平","5","17","732","1","3","29","49","8","1","12","6","3","2","0","0","0","0","0","0","1","0","0","0","2","","","","","","",""
"島しょ","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","45","369","11187","25","62","362","710","88","71","83","51","85","4","13","0","0","12","0","0","4","1","0","1","18","","","","","","",""
