"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","26","0","0","11","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","40","1","0","53","3","2","0","30","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","2","51","7","2","93","6","18","0","49","0","5","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","27","6","5","59","2","12","1","7","0","4","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","1","7","9","22","50","6","9","0","2","0","3","1","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"4歳","1","6","5","20","46","15","5","0","0","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","2","4","30","41","2","1","1","0","0","3","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"6歳","2","2","2","28","35","7","1","1","0","0","0","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7歳","1","0","3","20","33","4","3","0","0","0","2","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"8歳","0","0","2","9","28","0","1","0","0","0","1","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","14","17","2","0","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","1","4","17","67","0","3","0","1","0","0","5","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","0","11","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","0","3","5","35","0","0","0","0","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"合計","10","162","47","172","579","48","55","4","90","2","25","29","14","0","0","12","0","3","15","0","0","0","0","0","0","0","0","0"
