"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","11","0","0"
"1〜4歳","0","0","0","0","0","0","7","2","0"
"5〜9歳","0","0","0","0","0","0","4","1","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","8","2","3","5","0","0","2","0","0"
"20〜24歳","57","8","8","17","2","0","3","0","0"
"25〜29歳","49","16","11","15","3","0","2","0","0"
"30〜34歳","34","11","12","14","3","0","0","0","0"
"35〜39歳","22","10","6","15","0","0","2","1","0"
"40〜44歳","18","11","11","5","3","0","1","0","1"
"45〜49歳","13","12","9","8","3","0","2","0","0"
"50〜54歳","5","9","7","3","2","0","2","0","0"
"55〜59歳","3","9","3","2","1","0","4","0","0"
"60〜64歳","1","6","2","0","0","0","3","0","0"
"65〜69歳","1","1","2","0","0","0","4","0","0"
"70歳以上","0","2","0","0","0","0","35","1","0"
"合計","211","97","74","84","17","0","84","5","1"
