"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","1","0","0","2","1","1","0","2","0","2","0","0","0","0","0","0","0","0","0"
"〜1歳","0","1","2","1","23","3","14","2","32","0","27","0","3","0","0","0","0","0","0","0"
"1歳","0","1","6","0","51","16","38","2","22","0","105","0","6","0","0","1","0","0","2","0"
"2歳","0","0","2","5","39","13","31","2","6","0","98","4","1","0","0","1","0","0","0","0"
"3歳","0","1","5","7","36","17","25","5","0","1","67","6","3","0","0","0","0","0","0","1"
"4歳","0","1","2","20","34","23","32","9","0","0","63","19","2","0","0","0","0","0","1","0"
"5歳","0","0","5","13","28","20","16","9","0","0","41","13","2","0","0","0","0","0","0","0"
"6歳","0","0","0","18","27","8","13","3","0","0","19","8","0","0","0","0","0","0","0","0"
"7歳","0","0","4","7","21","7","5","1","0","1","5","6","0","0","0","0","0","0","0","0"
"8歳","0","0","2","4","17","5","4","4","0","0","7","7","0","0","0","0","0","0","0","0"
"9歳","0","0","1","5","16","2","1","1","0","2","1","3","0","0","0","0","0","0","0","0"
"10〜14歳","1","0","0","10","30","1","3","0","0","2","4","6","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","2","3","1","0","0","0","1","3","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","1","2","6","24","0","2","0","0","1","1","3","0","0","0","2","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"合計","3","6","31","98","351","117","185","38","62","8","443","75","17","0","1","7","1","0","3","1"
