"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","27","0","0","0","8","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","5","4","0","2","0","0"
"中央区","9","0","0","0","2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"みなと","16","0","0","0","4","1","0","2","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","7","6","1","1","0","0"
"新宿区","54","0","0","2","55","8","0","3","2","0","0","1","0","2","1","0","0","16","0","0","0","0","0","1","7","6","2","2","0","0"
"文京","23","0","0","0","15","2","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","4","3","1","1","0","0"
"台東","62","0","0","10","32","7","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"墨田区","25","0","5","0","21","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","3","0","1","0","0"
"江東区","21","0","0","3","32","4","0","0","0","0","0","0","0","4","2","0","0","0","0","0","0","0","0","0","4","3","1","0","0","0"
"品川区","50","0","0","3","40","3","0","0","1","0","0","0","0","8","2","0","0","0","0","0","0","0","0","0","7","6","0","0","0","0"
"目黒区","17","0","0","3","23","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"大田区","84","0","0","2","67","10","0","6","3","0","0","0","0","3","1","0","0","1","0","0","0","0","0","0","10","9","1","1","0","0"
"世田谷","85","0","1","0","74","8","1","1","3","0","0","0","0","7","2","0","0","0","0","0","0","0","0","0","9","8","0","2","0","0"
"渋谷区","52","0","4","2","93","1","1","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","5","4","1","2","0","0"
"中野区","79","0","0","1","64","8","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"杉並","26","0","0","1","20","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"池袋","1","0","0","0","3","2","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","5","4","1","1","0","0"
"長崎","3","0","0","0","5","4","0","0","3","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"北区","105","0","0","6","31","9","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"荒川区","29","0","0","0","9","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0"
"板橋区","91","0","0","0","23","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","6","0","1","0","0"
"練馬区","89","0","0","7","32","6","0","1","1","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","6","5","0","0","0","0"
"足立","106","0","0","7","27","4","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"葛飾区","87","0","0","5","40","10","1","0","5","0","0","0","1","2","2","0","0","0","0","0","0","0","0","0","5","4","0","1","0","0"
"江戸川","125","0","0","17","52","10","0","2","2","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0"
"八王子","28","0","0","0","4","1","0","0","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","3","2","1","1","0","0"
"秋川","35","0","0","0","29","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0"
"町田市","100","0","0","0","60","4","1","1","3","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","3","2","1","0","0","0"
"多摩川","75","0","0","0","26","7","0","1","5","0","1","0","0","6","0","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0"
