"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","0","0"
"1〜4歳","0","0","0","0","0","0","1","0","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","2","1","0"
"15〜19歳","9","0","1","2","0","0","0","1","0"
"20〜24歳","35","5","17","8","1","0","0","0","0"
"25〜29歳","58","17","13","20","4","0","0","0","1"
"30〜34歳","27","9","10","15","1","0","3","0","0"
"35〜39歳","20","5","7","10","2","0","1","0","0"
"40〜44歳","20","3","7","7","0","0","1","0","0"
"45〜49歳","12","7","5","4","0","0","0","0","0"
"50〜54歳","6","5","4","3","0","0","2","0","0"
"55〜59歳","3","0","4","0","0","0","6","0","1"
"60〜64歳","1","2","4","1","0","0","5","0","1"
"65〜69歳","3","1","2","1","1","0","6","0","0"
"70歳以上","0","1","1","0","0","0","37","1","2"
"合計","194","55","75","71","9","0","66","3","5"
