"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","21","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","34","0","0","2","22","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","37","0","2","6","3","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"新宿区","72","0","0","0","28","1","0","0","0","0","0","0","0","0","1","0","0","8","0","0","0","2","0","0","","","","","",""
"文京","31","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","61","0","0","2","11","4","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","18","0","0","0","11","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江東区","36","0","0","1","8","3","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"品川区","59","0","0","0","36","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","16","0","0","0","12","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","148","0","0","4","27","2","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","116","0","3","0","42","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","40","0","0","1","33","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","133","0","0","0","23","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","58","0","0","1","8","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","11","0","0","0","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"北区","73","0","0","1","24","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","14","0","0","0","8","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","63","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","102","0","0","1","8","6","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","63","0","0","1","11","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","75","0","0","4","13","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","89","0","0","5","46","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","41","0","0","1","4","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"秋川","64","0","0","2","2","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","69","0","0","1","20","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩川","31","0","0","0","6","4","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","55","0","0","0","7","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","26","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"村山大和","50","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"府中小金井","57","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"狛江調布","39","0","0","0","7","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"三鷹武蔵野","87","0","0","0","26","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","206","0","0","1","23","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩東村山","77","0","0","1","19","1","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","32","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2204","0","5","35","523","54","2","9","28","2","0","1","4","9","2","0","0","15","0","0","0","3","0","1","","","","","",""
