"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","5","0","0","0","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","25","0","1","1","25","1","1","1","13","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","90","2","1","1","77","13","2","1","11","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2歳","90","0","1","4","57","13","1","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","115","1","2","7","43","13","0","3","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0"
"4歳","184","0","5","28","34","22","1","8","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0"
"5歳","175","0","4","14","41","17","1","5","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"6歳","196","0","2","18","35","7","0","4","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"7歳","235","0","0","18","23","7","0","2","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"8歳","202","0","0","5","19","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","208","0","0","5","14","0","0","3","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"10〜14歳","759","0","0","19","35","3","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"15〜19歳","194","0","0","1","10","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"20〜29歳","161","0","0","11","38","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0"
"30〜39歳","211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"40〜49歳","175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"70〜79歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","3165","3","16","132","454","102","6","32","31","1","0","1","1","19","3","1","0","9","0","0","0","0","0"
