"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","7","0","0","0","1","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","9","0","0","4","8","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","6","2","1","13","17","2","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","10","5","1","5","10","0","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","1","","","","","",""
"文京","5","0","0","6","7","0","0","1","1","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","4","0","0","3","31","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","9","0","0","6","21","1","0","5","0","0","0","4","1","0","0","0","0","0","0","0","0","2","","","","","",""
"江東区","22","0","0","17","71","2","1","1","3","0","0","1","2","0","0","1","0","0","0","0","0","0","","","","","",""
"品川区","18","0","0","17","46","3","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","5","0","1","9","21","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","16","1","3","25","65","1","1","11","1","0","0","0","1","1","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","40","2","2","24","60","4","1","5","0","0","0","1","2","0","0","0","1","0","0","0","0","2","","","","","",""
"渋谷区","4","0","0","3","15","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","16","0","0","5","35","1","0","5","2","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","32","0","2","16","40","0","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","13","8","0","2","5","0","0","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","","","","","",""
"北区","5","0","0","10","37","0","0","5","3","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"荒川区","10","0","0","15","22","0","0","3","2","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","10","0","0","3","20","0","0","5","2","0","0","5","0","0","0","0","0","0","1","0","0","1","","","","","",""
"練馬区","13","0","2","22","42","4","0","8","6","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","21","2","1","11","56","6","2","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","19","2","3","10","47","2","5","0","5","0","0","0","0","0","0","0","0","0","0","2","0","0","","","","","",""
"江戸川","19","0","1","27","58","3","2","5","8","0","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","34","0","0","52","72","15","0","10","3","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"町田市","22","0","0","24","51","7","0","5","4","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","13","0","0","4","31","2","0","4","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","7","0","0","14","37","6","0","12","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","29","1","0","19","38","4","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","30","3","4","32","82","15","5","8","11","0","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","50","1","1","35","55","4","0","6","3","0","1","4","0","0","0","0","0","0","0","0","0","2","","","","","",""
"島しょ","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","500","27","22","433","1101","87","17","124","74","1","1","30","9","4","0","5","1","1","1","2","0","8","","","","","",""
