"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","21","8","5","20","1","1","9","4","0","",""
"区南部","3","2","0","2","0","0","2","1","0","",""
"区西南部","7","5","0","5","0","0","5","1","0","",""
"区西部","28","15","26","21","0","3","48","3","3","",""
"区西北部","17","8","11","12","0","2","3","6","0","",""
"区東北部","2","4","1","4","0","0","4","7","0","",""
"区東部","22","9","2","14","0","1","1","4","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","1","0","0","0","0","0","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","4","1","0","1","0","0","6","0","0","",""
"北多摩北部","0","0","0","0","0","0","6","6","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","105","52","45","79","1","7","84","32","3","",""
