"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","0","4","0"
"1〜4歳","0","0","0","0","0","0","1","11","0"
"5〜9歳","0","0","0","0","0","0","3","0","0"
"10〜14歳","1","0","0","0","0","0","0","0","0"
"15〜19歳","13","1","4","2","1","0","0","0","0"
"20〜24歳","29","10","7","8","4","1","0","0","0"
"25〜29歳","20","5","4","2","7","0","0","1","0"
"30〜34歳","8","1","1","2","4","1","2","1","0"
"35〜39歳","10","2","0","4","4","0","0","0","0"
"40〜44歳","4","3","0","1","1","0","0","0","1"
"45〜49歳","0","1","0","0","2","0","1","0","0"
"50〜54歳","0","1","0","1","0","0","1","0","0"
"55〜59歳","0","0","0","0","0","0","3","1","0"
"60〜64歳","0","0","0","0","0","0","5","1","0"
"65〜69歳","0","1","0","0","0","0","3","1","0"
"70歳以上","0","1","0","0","0","0","17","3","0"
"合計","85","26","16","20","23","2","36","23","1"
