"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","11","3","0"
"1〜4歳","0","0","0","0","0","0","2","10","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","0","0","0","0","0","0","1","2","0"
"15〜19歳","4","1","1","7","0","0","0","0","0"
"20〜24歳","9","6","4","11","0","0","0","0","0"
"25〜29歳","18","6","9","14","0","0","0","0","0"
"30〜34歳","25","8","10","17","0","0","0","0","0"
"35〜39歳","16","8","7","9","0","0","4","0","0"
"40〜44歳","11","6","7","4","0","0","1","2","0"
"45〜49歳","6","4","7","4","0","0","2","1","0"
"50〜54歳","1","3","5","4","0","1","5","0","0"
"55〜59歳","4","2","1","4","0","0","3","0","0"
"60〜64歳","2","2","2","0","0","0","5","0","0"
"65〜69歳","0","0","1","0","0","0","7","0","0"
"70歳以上","1","0","0","0","0","0","32","1","2"
"合計","97","46","54","74","0","1","74","20","2"
