"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","2","0","0","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","6","7","3","3","78","9","1","2","38","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1歳","24","2","16","5","144","19","6","4","37","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","35","0","8","12","127","17","1","4","5","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","41","0","3","32","113","20","1","4","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","45","0","4","36","72","17","0","10","2","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","72","0","2","39","61","9","0","11","1","0","0","5","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"6歳","95","0","0","48","49","3","0","5","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","87","0","0","33","59","5","0","5","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","66","0","0","27","41","3","0","7","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","61","0","0","23","32","8","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","108","0","0","29","78","3","0","2","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","28","0","0","3","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","44","0","2","32","118","2","0","2","0","1","2","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","818","11","38","322","995","115","9","59","84","3","2","43","2","1","0","5","1","0","2","0","0","0","0","0","0","0","0","0"
