"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","29","93","2","10","12","45","2","3","0","3","31","3","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区南部","57","62","21","13","15","79","1","5","0","2","42","2","1","1","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","11","112","13","7","22","74","1","4","1","4","36","2","3","0","0","1","0","0","0","0","0","1","","","","","",""
"区西部","18","105","4","4","21","86","0","3","0","4","5","0","2","1","0","1","0","0","2","0","0","0","","","","","",""
"区西北部","59","182","20","11","12","101","1","9","1","2","21","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","13","106","24","3","11","118","2","10","0","8","24","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"区東部","49","128","29","8","11","72","1","3","0","5","38","3","1","0","0","0","0","0","0","0","0","1","","","","","",""
"西多摩","17","26","1","2","5","9","0","1","0","2","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","19","104","11","8","32","150","3","5","1","5","32","8","1","0","0","1","0","0","0","0","0","1","","","","","",""
"北多摩西部","10","33","14","3","10","30","1","2","0","2","14","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","46","91","17","4","22","57","5","1","1","4","22","1","2","0","0","0","0","0","1","0","0","0","","","","","",""
"北多摩北部","15","53","12","2","15","95","8","7","0","5","47","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","2","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","345","1099","168","75","189","916","25","53","4","46","313","24","13","3","0","6","0","0","3","0","0","3","","","","","",""
