"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","13","5","4","32","6","8","1","9","0","5","1","3","0","0","2","0","0","3","0","0","","","","","",""
"区南部","2","29","10","8","52","4","3","1","8","2","10","1","1","0","0","2","0","0","0","0","0","","","","","",""
"区西南部","1","10","1","11","33","1","4","2","7","0","12","1","3","0","0","3","0","1","3","0","0","","","","","",""
"区西部","3","10","2","6","44","5","7","1","12","0","9","2","1","0","0","2","0","0","3","0","0","","","","","",""
"区西北部","2","2","6","8","37","2","1","3","9","1","9","2","3","0","0","1","0","0","1","0","0","","","","","",""
"区東北部","1","15","16","12","48","7","10","5","5","0","21","3","4","1","0","3","0","0","3","0","0","","","","","",""
"区東部","14","16","29","5","53","3","12","1","18","0","10","5","5","0","0","2","0","1","1","0","0","","","","","",""
"西多摩","0","3","3","3","15","1","1","0","1","0","2","4","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","3","17","14","22","73","3","6","1","14","0","10","6","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","12","3","8","20","2","4","0","4","1","6","3","4","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","1","6","1","13","15","3","2","0","9","1","3","4","5","0","0","0","1","1","3","0","0","","","","","",""
"北多摩北部","1","35","3","18","20","3","2","0","14","0","8","2","2","1","0","0","0","0","1","0","0","","","","","",""
"島しょ","0","1","2","0","0","1","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","28","169","95","118","442","41","61","15","112","5","106","34","33","2","0","15","1","3","18","0","0","","","","","",""
