"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","4","1","0","0","0","2","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","2","4","0","2","12","1","18","0","2","0","14","0","0","1","0","5","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","2","10","6","9","9","3","31","0","3","0","2","1","0","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","0","10","7","28","28","2","15","0","7","0","2","2","1","1","0","3","0","0","0","0","0","1","12","8","2","2","2","0"
"文京","0","1","2","4","10","2","8","0","3","0","2","1","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","1","7","4","5","20","0","34","1","6","0","5","0","3","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","1","9","0","2","3","0","21","0","0","0","1","1","2","0","0","1","0","0","1","0","0","0","8","5","1","1","1","0"
"江東区","3","19","3","11","44","1","25","0","2","0","9","0","2","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","1","7","2","10","18","0","16","0","6","0","7","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","4","18","0","7","20","0","22","1","2","1","7","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","2","19","6","31","62","2","48","1","2","0","25","2","3","0","0","4","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","10","36","7","29","47","4","69","2","5","0","16","9","2","0","0","0","0","5","0","0","0","0","25","16","2","2","2","0"
"渋谷区","3","1","1","0","21","3","17","0","5","0","2","0","0","0","0","1","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","1","10","0","11","17","1","33","0","4","0","6","2","0","0","0","2","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","3","20","5","6","48","0","19","1","4","0","3","1","1","0","0","0","0","0","0","0","0","0","17","11","1","2","2","0"
"池袋","0","1","1","1","8","0","3","0","1","0","0","0","0","0","0","2","0","0","1","0","0","0","7","4","1","1","1","0"
"北区","2","2","1","10","16","0","16","0","9","0","4","0","0","0","0","4","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","1","13","0","10","17","4","14","1","4","0","11","0","0","0","0","2","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","1","1","1","10","19","1","23","0","3","0","3","0","3","0","0","0","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","7","12","4","44","36","4","70","0","2","0","14","3","1","0","0","1","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","2","18","1","9","49","2","43","0","4","0","19","3","0","0","0","5","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","0","3","0","6","40","5","49","0","7","0","9","1","0","0","0","0","0","1","0","0","0","1","13","8","1","1","1","0"
"江戸川","3","14","15","16","44","1","50","5","2","1","7","3","4","0","0","1","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","1","28","6","18","62","8","53","1","6","0","13","3","5","0","0","1","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","0","7","1","16","56","2","17","1","3","0","9","3","1","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","0","8","0","6","9","0","23","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","17","21","4","17","19","1","50","0","5","0","11","1","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","0","20","2","25","36","3","47","0","4","0","4","1","0","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","6","20","15","34","47","5","90","2","18","0","36","5","2","1","0","1","0","0","3","0","0","1","30","19","3","3","3","0"
"多摩小平","6","38","16","36","39","6","100","0","16","0","23","2","6","0","0","2","0","0","1","0","0","0","23","15","2","2","2","0"
"島しょ","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","79","381","111","419","856","61","1026","16","139","2","268","44","36","3","0","36","0","6","6","0","0","3","415","261","39","25","25","0"
