"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","110","1","2","11","34","3","0","0","2","0","0","0","0","4","1","0","0","2","0","0","0","0","0","","","","","",""
"区南部","102","0","0","30","81","4","0","1","7","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","127","0","0","5","42","1","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","152","1","1","16","67","7","0","0","4","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","181","0","4","12","36","22","2","2","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","114","0","3","23","31","6","0","4","4","0","0","0","0","5","1","0","0","0","0","0","0","0","0","","","","","",""
"区東部","155","0","5","21","42","6","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","143","0","0","2","10","8","0","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","150","1","1","20","30","9","0","0","1","0","0","0","0","3","3","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","70","0","0","0","7","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","150","0","0","4","25","1","0","2","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","137","1","0","26","46","6","1","1","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","6","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1597","4","16","172","451","73","3","17","27","0","0","0","0","34","5","0","0","2","0","0","0","0","0","","","","","",""
