"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","8","1","1"
"1〜4歳","0","0","0","0","0","0","3","12","0"
"5〜9歳","0","0","0","0","0","0","2","3","0"
"10〜14歳","0","0","0","0","0","0","1","1","0"
"15〜19歳","16","1","2","4","1","0","0","0","0"
"20〜24歳","43","12","9","9","10","0","1","0","1"
"25〜29歳","33","11","7","7","3","0","2","0","0"
"30〜34歳","19","13","0","3","4","0","0","2","0"
"35〜39歳","14","3","3","4","5","0","1","1","0"
"40〜44歳","3","2","0","1","1","0","0","0","0"
"45〜49歳","1","1","1","0","0","0","2","0","0"
"50〜54歳","1","1","0","0","0","0","2","0","0"
"55〜59歳","0","0","0","0","0","0","2","1","0"
"60〜64歳","0","1","0","0","0","0","2","1","0"
"65〜69歳","0","0","0","1","0","0","4","4","0"
"70歳以上","0","1","0","0","0","1","22","2","0"
"合計","130","46","22","29","24","1","52","28","2"
