"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","3","0"
"1〜4歳","0","0","0","0","0","0","8","9","0"
"5〜9歳","0","0","0","0","0","0","0","2","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","16","0","4","1","4","0","0","0","0"
"20〜24歳","28","10","5","1","8","0","1","0","0"
"25〜29歳","23","10","5","4","8","1","1","0","0"
"30〜34歳","20","1","3","0","3","0","0","0","0"
"35〜39歳","8","8","1","1","3","0","1","0","0"
"40〜44歳","5","1","0","0","2","1","1","0","0"
"45〜49歳","4","1","0","0","2","1","1","0","0"
"50〜54歳","0","0","0","0","1","0","0","0","0"
"55〜59歳","0","0","0","0","0","0","1","0","0"
"60〜64歳","0","1","0","0","0","0","1","0","0"
"65〜69歳","0","0","1","0","0","0","4","0","0"
"70歳以上","0","0","0","0","0","0","22","0","1"
"合計","104","32","19","7","31","3","46","14","1"
