"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","2","2","0","0","6","2","0","0","3","1","0","0","0","0","0","0","0","0","1","0"
"〜1歳","1","1","3","1","68","5","0","0","24","0","0","0","1","0","0","0","0","0","0","0"
"1歳","10","3","6","8","106","11","1","0","28","0","1","1","3","0","0","0","0","0","0","0"
"2歳","13","1","5","4","75","17","1","2","2","0","0","4","3","1","0","0","0","0","0","0"
"3歳","25","0","1","15","55","15","0","2","1","0","0","10","2","0","0","0","0","1","0","0"
"4歳","33","0","2","20","48","10","0","2","0","0","0","1","0","0","0","0","0","0","0","0"
"5歳","49","0","2","15","28","3","0","2","0","0","0","10","0","0","0","0","0","0","0","0"
"6歳","48","0","0","21","23","2","0","2","0","0","0","5","0","0","0","0","0","0","1","0"
"7歳","44","0","1","10","25","3","0","3","0","0","0","2","0","0","0","0","0","0","0","0"
"8歳","36","0","0","8","27","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","23","0","0","9","16","2","0","1","0","0","0","2","0","0","0","0","0","0","0","0"
"10〜14歳","73","0","0","13","38","5","0","1","0","0","0","7","0","0","0","1","0","0","1","0"
"15〜19歳","31","0","0","0","6","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"20〜29歳","45","0","0","1","35","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0"
"30〜39歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"40〜49歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"50〜59歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","467","7","20","125","556","76","2","17","58","2","1","45","9","1","0","6","0","1","3","0"
