"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","16","1","0"
"1〜4歳","0","0","0","0","0","0","10","1","0"
"5〜9歳","0","0","0","0","0","0","5","1","0"
"10〜14歳","0","0","0","0","0","0","4","0","0"
"15〜19歳","4","0","1","0","0","0","0","1","0"
"20〜24歳","50","7","14","15","1","0","2","0","0"
"25〜29歳","52","8","23","22","4","0","2","0","0"
"30〜34歳","38","23","20","22","1","0","1","0","0"
"35〜39歳","39","20","15","14","1","0","2","0","0"
"40〜44歳","22","18","15","19","3","0","1","0","0"
"45〜49歳","12","14","14","8","0","0","1","1","1"
"50〜54歳","2","12","5","3","0","0","2","0","0"
"55〜59歳","4","6","4","2","1","0","3","0","0"
"60〜64歳","1","4","3","4","0","0","3","0","1"
"65〜69歳","0","2","0","0","0","0","2","1","0"
"70歳以上","0","3","0","0","1","0","24","2","0"
"合計","224","117","114","109","12","0","78","8","2"
