"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","0","0","1","5","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","4","0","0","2","67","1","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","","","","","",""
"文京","2","0","0","1","9","4","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"台東","4","0","0","1","17","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","2","0","0","0","15","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","0","0","4","12","4","0","0","4","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"品川区","6","0","0","3","24","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","3","0","0","2","6","4","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","8","0","0","4","32","6","0","2","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","5","0","1","4","25","6","0","0","6","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","6","0","0","2","27","2","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"中野区","1","0","0","1","30","2","1","0","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","4","0","0","0","11","2","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"長崎","0","0","0","0","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","3","0","0","3","17","4","1","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","1","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","1","0","0","0","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","5","0","0","0","8","1","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","0","0","1","25","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","2","0","0","2","13","4","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","1","0","0","5","30","3","0","0","3","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","1","0","0","2","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"秋川","1","0","0","3","11","1","0","2","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","0","0","1","19","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩川","0","0","0","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","0","0","0","16","1","0","4","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","0","1","18","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"村山大和","1","0","0","0","20","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"府中小金井","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"狛江調布","2","0","0","0","14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"三鷹武蔵野","1","0","0","1","21","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","3","0","0","0","14","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩東村山","0","0","0","0","21","0","1","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","75","0","1","44","567","70","4","12","35","0","1","1","3","25","3","1","0","10","0","0","0","1","0","0","","","","","",""
