"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","5","29","10","0","0","0","0","1","0","0","4","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","7","8","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","7","27","22","0","3","8","2","2","0","2","22","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","1","37","11","2","2","6","0","1","0","0","7","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","2","23","3","0","2","5","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","2","22","1","0","3","16","0","2","0","0","25","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","9","67","6","0","6","6","0","1","0","3","29","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"江東区","7","42","5","0","8","29","0","3","0","1","15","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","11","36","11","0","3","9","0","0","0","1","30","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","11","24","11","2","2","3","0","1","0","0","13","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","28","67","29","5","4","36","0","8","0","3","55","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","31","94","19","1","15","31","1","3","0","2","61","0","0","0","0","1","0","1","0","0","0","0","","","","","",""
"渋谷区","6","32","3","3","0","8","0","2","0","1","4","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"中野区","2","53","4","0","12","10","0","0","0","2","31","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"杉並","4","73","12","3","3","15","3","1","0","4","17","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","1","40","16","1","0","6","0","1","0","0","7","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北区","15","64","4","0","2","17","0","15","0","0","29","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","6","27","18","2","5","14","0","0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","6","64","11","1","1","8","2","5","0","0","33","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","8","78","15","3","7","21","0","2","0","2","82","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","2","78","8","5","4","22","0","5","0","4","44","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","2","56","2","0","1","23","0","0","0","2","31","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"江戸川","4","79","15","0","6","27","0","0","1","1","39","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","63","20","1","14","55","1","8","0","2","75","2","1","1","0","1","0","0","0","0","0","0","","","","","",""
"町田市","7","34","5","0","5","17","0","4","0","0","47","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","4","45","0","0","5","9","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","40","15","2","6","7","0","4","0","1","22","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","61","10","3","13","36","1","2","4","1","66","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","26","137","29","4","8","48","1","13","0","8","121","1","2","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩小平","36","70","33","2","14","26","3","2","1","2","76","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","1","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","252","1594","348","40","154","521","14","86","6","43","1023","10","6","2","1","6","0","1","0","0","0","0","","","","","",""
