"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","4","2","1","3","0","0","3","0","0","2","2"
"中央区","7","4","2","1","0","0","0","0","0","3","0"
"みなと","12","5","13","6","0","0","4","0","0","2","1"
"新宿区","25","18","63","15","1","0","4","0","0","6","2"
"文京","4","3","2","1","0","0","3","0","0","1","1"
"台東","8","1","5","9","2","0","0","0","0","2","0"
"墨田区","2","0","2","3","0","0","4","0","1","2","1"
"江東区","13","3","0","6","0","0","0","0","0","2","0"
"品川区","59","2","11","27","2","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","3","1","0","0","0","0","6","0","0","2","1"
"世田谷","0","0","0","0","0","0","1","2","0","0","2"
"渋谷区","25","6","4","10","0","0","0","0","0","5","1"
"中野区","9","1","0","4","0","0","0","0","0","2","0"
"杉並","4","1","0","0","0","0","2","0","0","2","2"
"池袋","14","4","5","12","0","0","2","0","1","3","1"
"北区","1","0","1","0","0","0","0","0","0","1","0"
"荒川区","2","0","1","0","1","0","0","0","0","1","0"
"板橋区","3","1","1","0","0","0","5","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","9","0","0","1","1","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","1","0","0","0","1"
"江戸川","12","4","2","5","0","0","0","0","0","2","0"
"八王子市","3","1","2","0","0","0","2","2","0","4","1"
"町田市","0","1","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","6","0","1","1","0","0","0","0","0","2","1"
"多摩府中","3","0","0","1","0","0","5","2","0","3","3"
"多摩小平","0","0","0","0","0","0","1","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","228","58","116","105","7","0","43","6","2","54","25"
