"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","54","3","2","26","68","3","1","13","6","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"区南部","84","1","3","23","88","2","2","6","5","1","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","138","2","3","26","85","6","1","12","4","0","1","1","0","0","0","0","0","0","0","1","2","","","","","",""
"区西部","117","5","0","22","85","3","0","6","5","0","0","1","0","0","0","1","0","0","0","0","4","","","","","",""
"区西北部","182","1","1","27","94","12","1","7","6","1","1","3","1","0","1","0","0","0","0","1","0","","","","","",""
"区東北部","124","7","1","26","101","11","2","13","2","0","1","2","0","0","1","0","0","0","0","1","2","","","","","",""
"区東部","131","3","2","22","119","1","2","6","4","0","0","1","1","0","0","0","0","0","0","0","2","","","","","",""
"西多摩","52","1","0","4","15","1","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","159","3","0","33","102","8","1","10","6","0","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"北多摩西部","67","1","1","15","29","2","1","6","3","0","1","1","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","133","1","1","18","67","6","1","11","6","0","0","1","0","0","0","1","0","0","0","0","1","","","","","",""
"北多摩北部","125","1","3","25","42","2","0","6","5","0","1","1","0","0","0","0","0","0","0","0","1","","","","","",""
"島しょ","20","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"合計","1386","29","17","267","895","58","13","99","53","2","8","12","2","0","4","2","0","0","0","3","15","","","","","",""
