"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","17","3","3","15","0","0","2","0","0","0","2","2"
"中央区","10","6","0","3","0","0","0","0","0","0","3","0"
"みなと","15","36","19","8","0","1","3","0","0","0","2","1"
"新宿区","29","17","46","19","3","8","23","1","0","0","7","2"
"文京","2","1","2","2","0","0","1","1","2","0","1","1"
"台東","5","0","0","0","0","0","0","0","0","0","2","0"
"墨田区","7","2","0","3","0","0","2","1","0","0","2","1"
"江東区","7","9","2","4","0","1","0","0","0","0","2","0"
"品川区","5","3","1","6","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0"
"大田区","14","1","0","3","0","0","5","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","2","3","0","0","0","2"
"渋谷区","13","12","5","4","0","0","2","0","0","0","5","1"
"中野区","1","0","2","0","0","0","0","0","0","0","2","1"
"杉並","1","1","0","0","0","0","0","0","0","0","2","1"
"池袋","22","5","7","10","1","0","1","7","0","0","3","1"
"北区","1","0","0","0","0","0","0","0","0","0","1","0"
"荒川区","1","0","0","0","0","0","0","0","0","0","1","0"
"板橋区","3","3","1","1","0","0","2","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0","0"
"足立","3","0","2","1","0","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","2","3","0","0","0","1"
"江戸川","8","3","0","0","3","0","0","0","0","0","2","0"
"八王子市","3","3","0","1","0","0","3","0","0","0","4","1"
"町田市","4","3","0","0","1","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","13","0","0","2","0","0","1","0","0","0","2","1"
"多摩府中","1","0","0","0","0","0","22","9","0","0","3","3"
"多摩小平","0","1","0","0","1","0","1","1","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","185","109","90","82","9","10","72","26","2","0","55","25"
