"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","13","10","0","0","16","3","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0"
"〜1歳","52","10","3","4","91","12","1","0","58","0","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","203","18","8","10","319","37","1","4","52","0","0","0","0","0","0","0","0","0","1","0","2","0","0","1","0","0","1","1"
"2歳","230","5","7","35","227","38","0","4","8","0","0","4","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","310","2","8","41","192","44","0","5","1","0","0","5","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"4歳","545","0","8","65","210","45","0","8","1","0","0","9","2","4","0","0","0","0","4","0","1","0","0","0","0","0","1","0"
"5歳","645","0","4","85","184","56","0","5","0","0","0","8","2","0","0","1","0","0","1","0","2","0","0","0","0","0","2","0"
"6歳","671","0","5","79","158","28","0","0","1","0","1","2","0","0","0","0","0","0","1","0","4","0","0","0","0","0","4","0"
"7歳","653","0","3","61","100","6","0","3","0","0","0","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"8歳","473","0","1","31","114","5","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","432","0","0","23","69","4","0","5","0","0","0","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"10〜14歳","1183","0","1","56","216","3","0","1","0","0","0","4","1","0","0","0","0","0","1","0","1","0","0","0","1","1","0","1"
"15〜19歳","240","0","1","6","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"20〜29歳","216","0","0","29","228","0","0","1","0","5","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","352","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0"
"40〜49歳","266","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0"
"50〜59歳","73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","2","0","0","0","0","0","2","0"
"70〜79歳","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0"
"80歳以上","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"合計","6641","45","49","525","2148","281","2","36","121","5","2","40","12","8","0","14","1","0","14","0","18","0","0","1","1","1","16","2"
