"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","2","1"
"1〜4歳","0","0","0","0","0","0","6","8","1"
"5〜9歳","0","0","0","0","0","0","3","1","0"
"10〜14歳","0","0","1","0","0","0","2","0","1"
"15〜19歳","21","0","1","14","0","0","1","0","1"
"20〜24歳","68","14","17","25","10","0","2","0","0"
"25〜29歳","52","15","9","20","8","0","6","0","0"
"30〜34歳","47","12","9","24","2","1","3","1","0"
"35〜39歳","21","8","5","14","6","0","4","1","0"
"40〜44歳","21","6","3","5","1","0","1","1","1"
"45〜49歳","5","6","2","3","3","0","6","0","1"
"50〜54歳","4","2","3","2","3","0","5","0","0"
"55〜59歳","2","3","1","4","4","0","11","0","2"
"60〜64歳","0","4","1","0","1","1","11","0","2"
"65〜69歳","0","1","0","0","0","0","10","1","2"
"70歳以上","0","0","0","0","0","0","57","12","4"
"合計","241","71","52","111","38","2","135","27","16"
