"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","6","0","0","0","4","3","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","7","0","3","3","20","3","0","1","2","0","0","0","0","4","0","0","0","1","0","0","0","0","0","","","","","",""
"新宿区","9","0","0","0","16","4","0","0","1","0","0","0","0","2","0","0","0","1","0","0","1","0","0","","","","","",""
"文京","8","0","0","2","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","6","0","2","2","9","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","9","0","0","1","16","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","11","0","0","4","13","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","10","0","2","6","42","7","1","0","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","6","0","1","4","6","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","32","0","1","24","47","5","0","2","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","19","0","0","0","25","1","0","0","1","0","0","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","6","0","0","2","28","2","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"中野区","22","0","0","5","23","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","25","0","0","10","34","3","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","4","0","0","0","4","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","6","0","0","7","13","5","0","0","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","12","0","0","9","9","6","0","0","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","9","0","0","0","15","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","34","0","1","12","6","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","5","0","0","4","10","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","22","0","0","6","7","11","0","0","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","12","0","7","23","17","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","12","0","2","7","18","3","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"町田市","24","0","1","10","33","4","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","12","1","1","2","7","3","1","0","1","0","0","0","1","3","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","18","0","0","4","18","1","0","0","1","0","0","2","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","18","0","0","0","8","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","39","0","1","7","37","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","42","0","0","11","33","1","0","2","3","0","0","6","0","6","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","4","0","0","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","452","1","22","170","524","89","2","20","26","0","0","8","1","47","5","0","0","2","0","0","1","0","0","","","","","",""
