"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","4","2","0","2","2","3","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"〜1歳","12","1","1","7","1","26","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","67","6","0","50","7","36","0","13","0","12","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","75","0","0","52","17","51","0","11","0","3","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","122","4","1","56","29","43","1","11","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","139","2","0","59","57","47","1","9","0","1","1","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","0","0","1","0","0","0","2"
"5歳","215","2","1","43","82","34","1","7","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","200","2","0","30","69","26","0","4","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"7歳","231","3","0","14","79","37","5","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"8歳","226","3","1","14","47","27","1","1","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"9歳","218","5","0","10","40","24","1","2","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","736","25","0","7","52","48","8","2","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","1","0","1","1","1","0","0","1"
"15〜19歳","245","24","0","1","7","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"20〜29歳","149","38","0","14","37","31","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","229","43","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"40〜49歳","340","49","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","3","0","0","0","0","0","1","0","0","0","3"
"50〜59歳","134","53","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0","0","2"
"60〜69歳","41","25","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"70〜79歳","17","22","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0","0","2"
"80歳以上","6","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","12","0","0","0","0","0","2","0","0","0","12"
"合計","3406","328","4","359","526","444","19","64","2","23","9","4","5","0","0","20","0","1","1","0","0","14","24","1","0","2","0","1","12","2","0","0","24"
