"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","8","6","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","4","0","0","0","44","5","1","0","47","0","0","1","2","0","2","0","0","0","0","0","0","0","0","0"
"1歳","23","0","0","1","85","23","3","0","16","0","0","0","0","9","1","0","0","0","0","0","0","0","0","0"
"2歳","44","0","0","4","85","35","3","1","1","0","1","0","1","12","0","0","0","0","0","1","0","0","0","0"
"3歳","42","0","0","5","73","29","1","2","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0"
"4歳","55","0","1","11","99","46","0","16","0","0","0","2","3","29","1","0","0","0","0","0","0","0","0","0"
"5歳","58","0","2","11","79","26","2","12","0","0","0","1","1","11","1","0","0","0","0","0","0","0","0","0"
"6歳","61","0","0","10","91","14","0","13","1","0","1","0","1","27","2","0","0","0","0","0","0","0","0","0"
"7歳","50","0","0","9","82","7","0","3","0","0","0","0","1","26","0","0","0","0","0","0","0","0","0","0"
"8歳","46","0","0","6","61","5","1","7","0","0","1","0","1","8","0","0","0","0","0","0","0","0","0","0"
"9歳","30","0","0","3","34","2","0","5","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","99","0","0","0","100","1","0","3","0","0","0","0","1","4","0","0","0","1","0","0","0","0","0","0"
"15〜19歳","38","0","0","0","22","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","79","0","0","10","130","2","1","2","0","0","0","0","0","6","0","0","0","4","0","0","0","0","0","2"
"30〜39歳","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"40〜49歳","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0"
"50〜59歳","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","831","0","3","70","993","202","12","64","68","0","3","4","12","149","8","0","0","10","0","2","1","0","0","2"
