"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","2","12","1","0","9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","9","8","3","1","74","1","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","31","15","5","16","169","2","3","5","57","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"2歳","47","10","6","34","163","5","1","13","15","0","1","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3歳","49","2","4","49","161","4","4","17","7","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","51","5","8","88","181","8","1","26","1","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"5歳","69","1","5","99","204","12","2","32","1","0","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6歳","53","0","2","96","141","10","0","21","1","0","4","0","1","0","0","0","0","0","0","2","1","0","0","0","1","0","0","1"
"7歳","44","1","1","73","101","11","0","15","0","0","4","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8歳","28","0","0","54","114","11","0","6","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"9歳","33","0","0","38","80","6","1","8","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","117","0","0","73","186","11","0","5","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","49","0","0","3","49","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","62","0","2","43","204","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","78","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","51","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","33","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","3","0"
"80歳以上","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","5","0"
"合計","920","54","37","667","1836","83","12","148","102","0","26","10","3","0","6","0","1","2","0","4","12","0","1","0","1","0","10","1"
