"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","11","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","6","2","2","2","7","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","27","0","0","0","3","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"文京","31","0","0","1","14","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"台東","6","0","0","1","10","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","23","0","0","0","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","19","0","0","1","10","5","0","0","2","0","0","0","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"品川区","5","0","0","1","22","1","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","8","0","0","0","3","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","30","0","1","3","29","5","0","0","2","0","0","0","0","12","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","29","0","0","1","17","3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","12","0","0","0","19","8","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","27","0","0","4","14","1","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","33","0","0","2","26","3","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","8","0","0","0","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","10","0","0","0","6","5","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","6","0","0","0","9","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","15","0","0","2","4","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","16","0","0","8","13","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","9","0","0","2","8","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","23","0","0","3","4","1","0","0","4","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","39","0","2","1","10","3","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","8","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","27","1","0","2","9","3","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","17","0","0","2","13","2","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","17","0","0","0","10","0","0","1","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","25","0","0","1","8","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","54","0","0","2","21","6","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","47","0","1","6","17","7","0","0","3","0","0","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","591","3","6","46","323","73","5","10","28","0","0","1","0","42","2","0","0","4","0","0","0","0","0","","","","","",""
