"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","0","0","0","8","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","","","","","",""
"中央区","1","0","0","0","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","5","2","2","0","20","12","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","5","5","1","6","23","3","0","0","1","0","0","2","0","0","0","2","0","0","1","0","0","","","","","",""
"文京","1","0","0","2","8","2","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","4","2","0","0","27","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","5","0","0","1","15","8","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","10","4","4","4","38","17","1","2","2","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","1","4","21","6","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","0","7","2","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"大田区","10","4","4","3","47","12","1","0","2","0","1","2","1","0","0","0","0","0","1","0","0","","","","","",""
"世田谷","10","1","11","9","60","13","0","0","4","0","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"渋谷区","0","0","0","2","19","6","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"中野区","7","0","0","3","32","3","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","3","0","0","2","21","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","2","0","0","1","10","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","2","0","0","2","15","5","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","4","0","1","1","12","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","5","0","0","0","16","4","2","1","4","0","0","1","0","0","0","1","0","0","1","0","0","","","","","",""
"練馬区","6","1","0","7","40","13","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","6","2","0","1","46","11","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","19","0","0","5","16","2","1","0","1","0","0","0","0","0","0","0","0","0","5","0","1","","","","","",""
"江戸川","14","0","5","4","75","25","1","0","3","0","0","0","0","0","0","3","0","0","0","0","0","","","","","",""
"八王子市","14","6","4","9","72","17","1","3","3","0","0","9","1","0","0","0","0","0","0","0","0","","","","","",""
"町田市","3","0","0","21","59","21","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","5","0","1","0","18","11","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"南多摩","11","3","0","4","32","7","0","6","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","28","3","2","6","41","18","0","0","3","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","7","1","1","6","46","26","2","15","1","0","1","0","0","0","0","0","0","1","0","0","0","","","","","",""
"多摩小平","13","7","5","17","73","24","0","4","5","0","0","3","0","0","0","3","0","0","4","0","1","","","","","",""
"島しょ","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","202","41","42","120","923","280","9","44","44","2","3","30","5","0","0","12","0","1","13","0","3","","","","","",""
