"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","23","21","11","15","0","2","7","10","0","",""
"区南部","2","1","0","4","0","0","1","0","0","",""
"区西南部","9","5","1","3","0","0","4","0","1","",""
"区西部","32","12","29","23","0","5","26","3","0","",""
"区西北部","16","4","7","9","0","2","5","3","0","",""
"区東北部","7","0","0","1","0","0","3","1","0","",""
"区東部","23","7","3","12","0","0","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","1","0","0","",""
"北多摩西部","1","0","0","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","0","0","0","9","0","0","",""
"北多摩北部","0","1","0","0","0","0","5","7","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","114","51","51","67","0","9","62","24","1","",""
