"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","10","5","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中央区","23","1","2","4","3","10","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","39","6","0","7","13","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","","","","","",""
"新宿区","36","3","0","6","4","4","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","3","","","","","",""
"文京","61","5","0","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"台東","40","1","0","8","6","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","32","14","0","7","6","7","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江東区","70","5","0","15","24","18","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","62","9","1","8","5","11","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","46","4","0","6","7","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","143","26","0","12","24","55","1","3","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","","","","","",""
"世田谷","140","18","1","10","43","23","3","6","0","3","0","0","0","0","0","0","0","0","1","0","0","0","2","","","","","",""
"渋谷区","15","6","0","4","2","11","0","0","0","3","0","0","0","0","0","2","0","0","0","0","0","0","2","","","","","",""
"中野区","97","8","0","14","25","19","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","129","12","0","14","11","12","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","4","3","","","","","",""
"池袋","38","19","0","2","2","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","136","8","0","23","15","6","0","3","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"荒川区","96","9","0","16","16","16","0","5","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"板橋区","142","12","0","5","14","22","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"練馬区","188","8","0","9","15","19","0","5","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","163","19","0","25","21","30","0","4","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","120","9","0","13","20","6","0","3","0","2","0","0","0","0","0","1","0","0","0","0","0","0","1","","","","","",""
"江戸川","179","8","0","55","39","15","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"八王子市","237","19","0","18","28","36","7","4","0","2","1","0","1","0","0","5","0","0","0","0","0","0","6","","","","","",""
"町田市","109","14","0","12","12","9","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","91","6","0","4","7","3","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","92","8","0","7","12","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","176","9","0","2","30","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","414","45","0","25","59","28","3","7","1","3","4","1","1","0","0","0","0","1","0","0","0","6","0","","","","","",""
"多摩小平","282","12","0","24","56","51","2","6","0","1","0","0","0","0","0","2","0","0","0","0","0","1","1","","","","","",""
"島しょ","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3406","328","4","359","526","444","19","64","2","23","9","4","5","0","0","20","0","1","1","0","0","14","24","","","","","",""
