"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","0","0"
"1〜4歳","0","0","0","0","0","0","3","1","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","3","1","0"
"15〜19歳","2","0","0","2","0","0","1","0","0"
"20〜24歳","20","13","4","26","0","2","1","0","0"
"25〜29歳","30","11","7","28","0","2","0","0","1"
"30〜34歳","32","20","33","20","1","1","0","0","0"
"35〜39歳","23","15","7","11","0","2","1","0","0"
"40〜44歳","31","13","31","8","0","4","1","0","0"
"45〜49歳","22","7","24","9","0","4","1","0","0"
"50〜54歳","8","10","3","3","0","3","1","0","0"
"55〜59歳","3","4","7","0","0","0","0","0","0"
"60〜64歳","7","1","4","1","0","0","2","0","0"
"65〜69歳","2","2","1","0","0","0","2","0","0"
"70歳以上","0","4","0","0","0","0","12","0","0"
"合計","180","100","121","108","1","18","35","2","1"
