"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","70","1","1","10","49","14","1","1","6","0","1","5","0","0","0","0","0","0","1","0","","","","","",""
"区南部","143","0","3","6","48","6","2","6","4","1","0","1","0","0","0","2","0","0","0","0","","","","","",""
"区西南部","158","0","0","7","36","6","1","7","3","0","2","4","0","0","0","0","0","0","0","0","","","","","",""
"区西部","200","0","0","11","62","10","2","1","5","0","0","2","0","0","0","1","0","0","1","0","","","","","",""
"区西北部","228","0","1","5","40","6","0","1","5","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","165","0","1","8","28","14","1","2","4","0","0","1","1","0","0","1","0","0","2","1","","","","","",""
"区東部","149","1","4","37","51","7","0","1","5","0","1","3","0","0","0","1","0","0","0","0","","","","","",""
"西多摩","87","0","0","3","13","3","1","1","1","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","343","1","3","42","63","11","2","5","9","1","5","19","1","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","78","0","0","4","13","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","149","0","0","3","19","8","0","1","1","0","0","1","2","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","125","0","2","12","29","5","0","0","3","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","4","0","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1899","3","15","148","451","95","10","27","48","2","9","43","4","1","0","5","0","0","4","1","","","","","",""
