"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","28","62","7","4","6","46","2","3","0","6","5","1","1","1","0","2","0","0","0","0","0","1","","","","","",""
"区南部","35","51","11","7","21","67","1","2","0","3","12","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","35","76","3","1","13","87","1","5","3","0","9","0","0","0","0","2","0","0","0","0","0","2","","","","","",""
"区西部","40","65","12","3","22","63","0","2","0","2","5","0","0","0","1","1","0","0","1","0","0","0","","","","","",""
"区西北部","58","152","4","8","23","117","4","9","1","8","8","2","1","0","0","1","0","0","0","0","0","1","","","","","",""
"区東北部","30","81","9","2","8","90","1","7","1","2","6","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","21","70","11","3","17","80","2","1","0","2","16","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","4","21","0","1","1","12","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","28","73","4","5","24","142","3","4","0","4","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","24","24","3","2","9","37","1","5","0","4","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","64","73","2","4","18","70","3","1","0","6","5","1","3","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","33","45","9","11","14","84","5","4","0","7","15","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","2","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","400","795","77","51","178","895","24","44","5","45","92","8","8","2","1","8","0","0","1","0","0","4","","","","","",""
