"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","6","6","0","0","8","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"〜1歳","0","0","0","0","31","7","0","5","45","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0"
"1歳","2","0","1","0","60","29","1","3","20","0","1","1","2","4","1","2","0","0","0","0","0","0","0","0"
"2歳","3","0","1","0","40","34","4","4","3","0","1","3","2","12","1","0","0","0","0","0","0","0","0","0"
"3歳","6","0","1","2","58","20","4","5","0","0","0","2","0","25","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","0","6","51","30","3","10","1","0","0","0","0","30","0","0","0","1","0","0","0","0","0","0"
"5歳","6","0","0","6","38","13","0","11","0","0","0","0","1","17","0","0","0","0","0","0","0","0","0","0"
"6歳","2","0","0","8","27","5","0","13","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0"
"7歳","4","0","0","8","21","7","0","7","1","0","0","0","1","12","0","1","0","0","0","0","0","0","0","0"
"8歳","2","0","0","4","20","6","0","4","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"9歳","5","0","0","4","12","1","0","5","0","0","0","0","2","6","0","0","0","1","0","0","0","0","0","0"
"10〜14歳","5","0","0","3","20","3","0","3","1","0","1","0","4","4","0","0","0","2","0","0","0","0","0","0"
"15〜19歳","6","0","0","0","15","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
"20〜29歳","8","0","2","5","70","1","0","2","0","0","0","2","1","6","0","0","0","6","0","0","0","0","0","0"
"30〜39歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","1","0","0","0"
"40〜49歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"50〜59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60〜69歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","71","0","5","46","469","162","12","73","79","0","3","9","17","137","2","3","0","22","0","0","1","0","0","0"
