"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","28","3","74","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"中央区","37","1","137","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","102","3","369","1","1","4","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"新宿区","127","10","244","2","0","1","7","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","","","","","","",""
"文京","116","5","394","1","0","0","6","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","3","2","","","","","","",""
"台東","87","1","272","5","0","1","15","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","88","3","132","0","0","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","","","","","","",""
"江東区","206","6","635","4","1","6","28","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"品川区","107","5","320","1","0","4","17","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","72","3","183","0","1","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","349","12","739","7","2","17","49","7","1","3","1","0","0","0","0","0","1","0","0","0","0","0","1","0","","","","","","",""
"世田谷","362","12","1043","3","0","5","39","2","0","1","0","0","0","0","0","0","4","0","0","0","0","0","5","1","","","","","","",""
"渋谷区","54","7","152","1","0","0","7","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","",""
"中野区","254","5","860","0","0","8","17","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","234","5","539","0","0","2","10","1","0","1","1","1","0","0","0","0","0","0","0","2","0","0","5","1","","","","","","",""
"池袋","168","12","427","1","0","0","7","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北区","174","6","393","0","0","4","9","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"荒川区","153","3","351","0","4","4","6","1","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"板橋区","186","1","583","1","0","3","16","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","1","","","","","","",""
"練馬区","249","12","694","0","0","17","20","2","1","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"足立","196","12","933","6","3","4","18","1","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","172","7","438","0","0","4","5","1","0","0","0","0","0","1","0","0","3","0","0","0","0","0","5","1","","","","","","",""
"江戸川","270","11","851","2","0","18","21","1","0","0","1","0","0","2","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"八王子市","279","18","1229","2","1","18","26","3","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"町田市","359","13","1158","2","0","29","78","4","2","1","1","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","97","6","293","0","0","7","10","0","2","1","1","0","0","0","0","0","0","0","0","2","0","0","0","0","","","","","","",""
"南多摩","170","2","572","2","0","10","14","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","284","14","674","1","1","5","16","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"多摩府中","609","22","1493","1","2","25","52","2","0","1","1","1","0","1","0","0","0","0","0","1","0","0","7","1","","","","","","",""
"多摩小平","401","11","1075","3","2","13","39","5","1","1","7","0","0","0","0","0","0","0","0","0","0","0","6","3","","","","","","",""
"島しょ","3","5","21","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","5993","236","17278","47","18","210","557","36","15","24","28","13","2","6","1","0","12","0","0","6","0","1","39","14","","","","","","",""
