"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","21","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","28","3","1","0","11","0","2","0","2","0","1","4","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","29","0","0","1","8","0","0","0","1","0","0","3","0","0","0","3","0","0","0","0","","","","","",""
"文京","34","0","0","0","0","0","0","0","2","0","2","1","0","0","0","1","0","0","0","0","","","","","",""
"台東","13","0","0","1","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","16","0","0","2","0","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","63","0","0","3","9","2","2","0","2","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"品川区","27","0","1","2","11","0","0","0","3","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","11","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","77","0","0","5","17","4","3","0","6","2","1","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","94","0","0","1","10","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"渋谷区","25","0","0","0","4","0","0","0","3","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"中野区","53","0","0","1","16","1","0","0","3","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","61","0","0","1","11","0","1","0","3","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","33","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","37","0","0","1","1","3","3","0","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","13","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"板橋区","34","0","0","1","8","0","1","0","2","0","0","5","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","52","0","0","0","0","0","0","0","1","0","0","2","0","0","0","1","0","0","0","0","","","","","",""
"足立","50","0","0","0","10","1","3","1","0","0","0","4","0","0","1","1","0","0","0","0","","","","","",""
"葛飾区","63","0","0","2","0","5","2","0","2","0","1","4","1","0","0","0","0","0","6","0","","","","","",""
"江戸川","103","1","0","4","3","1","2","1","3","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","52","0","0","9","15","2","2","1","2","0","1","3","0","0","0","0","0","0","0","0","","","","","",""
"町田市","78","0","0","11","12","4","1","0","2","0","5","15","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","40","0","0","0","6","2","0","0","1","0","1","2","0","0","0","1","0","0","0","0","","","","","",""
"南多摩","78","3","0","2","5","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"多摩立川","44","0","0","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","117","1","0","0","1","3","2","0","1","0","0","7","0","0","0","0","1","0","0","0","","","","","",""
"多摩小平","116","0","0","5","10","1","4","0","5","0","0","3","1","0","0","2","0","0","0","0","","","","","",""
"島しょ","16","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1490","8","2","53","180","37","39","4","49","3","17","62","3","1","1","11","1","0","6","0","","","","","",""
