"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","1","18","3","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","5","4","0","2","0","0"
"中央","0","0","0","0","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0"
"日本橋","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"みなと","0","0","0","1","15","4","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","7","6","1","1","0","0"
"新宿区","0","0","1","2","60","9","1","0","1","0","0","0","0","3","0","0","0","6","0","0","0","0","0","0","7","6","2","2","0","0"
"小石川","0","0","1","1","24","1","0","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","4","3","1","1","0","0"
"本郷","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0"
"台東","2","0","0","1","43","4","2","4","5","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"向島","0","0","0","0","20","0","0","0","3","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"本所","2","0","0","0","17","2","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","3","2","0","1","0","0"
"城東","0","0","0","2","26","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0"
"深川","0","0","0","7","12","9","0","0","0","0","0","0","0","3","0","0","0","5","0","0","0","0","0","0","1","1","1","0","0","0"
"品川区","0","0","0","0","82","2","2","3","3","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0","7","6","0","0","0","0"
"目黒区","1","0","2","0","31","2","4","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","3","0","0","0","0"
"大田区","1","0","1","5","122","7","6","2","7","2","0","1","1","19","1","0","0","0","0","0","0","0","0","0","10","9","1","1","0","0"
