"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","24","9","4","13","0","0","11","0","0","",""
"区南部","1","1","1","3","0","0","3","0","0","",""
"区西南部","5","3","0","1","0","1","11","2","0","",""
"区西部","45","12","27","23","0","0","25","10","0","",""
"区西北部","17","11","10","11","0","2","8","1","0","",""
"区東北部","2","1","2","0","1","0","3","2","0","",""
"区東部","25","7","8","14","0","1","3","3","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","5","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","0","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","13","12","0","",""
"島しょ","0","0","0","0","0","0","0","1","0","",""
"合計","120","44","52","65","1","4","82","31","0","",""
